methods pbe pbe-d3 camb3lyp-d3 b3lyp/gtbas1 hf/gtbas1 hf/gtbas2 hf/gtbas3 hf/gtlargexp hf/gfhfb1 hf/gfhfb2 mp2/gtbas1 mp2/gtbas2 mp2/gtbas3 mp2/gtlargexp mp4/gtbas1 mp4/gtbas2 mp4/gtbas3 ccsd(t)/gtbas1 g4(0k) zpe camb3lyp wb97xd
f9_C8H8O_003 -384.515504668 -384.533170923 -384.813437972 -384.901987325 -382.452666229 -382.463252288 -382.489812848 -382.575939913 -382.605968834 -382.611691573 -0.38364020057984E03 -0.38366356479325E03 -0.38392137246627E03 -0.38447653854604E03 -0.38374477691E03 -0.38376903157E03 -0.38404033179E03 -0.38374139825E03 -384.652513 0.137424 -384.799690424 -384.869402041
f9_C8H8O_004 -384.496780933 -384.513347832 -384.793848426 -384.884631433 -382.428800127 -382.440687853 -382.468366527 -382.556754062 -382.586941598 -382.592721911 -0.38361297114704E03 -0.38363771516738E03 -0.38389435802091E03 -0.38445138569795E03 -0.38372078196E03 -0.38374617944E03 -0.38401632739E03 -0.38371795952E03 -384.633145 0.135198 -384.780990709 -384.847407922
f9_C8H9N_000 -364.653035486 -364.672000075 -364.938910174 -365.037808249 -362.624309645 -362.634906862 -362.662571124 -362.741590619 -362.769815952 -362.775094292 -0.36380044133099E03 -0.36382347750588E03 -0.36407293123030E03 -0.36461589898916E03 -0.36391197814E03 -0.36393534869E03 -0.36419788089E03 -0.36390933516E03 -364.785150 0.147961 -364.924164949 -365.002115496
f9_C8H9N_001 -364.653043270 -364.672230096 -364.938837415 -365.035443831 -362.623197732 -362.633442527 -362.660972052 -362.738889991 -362.766788258 -362.772068964 -0.36380095889000E03 -0.36382355780281E03 -0.36407635682638E03 -0.36461798995204E03 -0.36390973814E03 -0.36393290847E03 -0.36419848667E03 -0.36390721098E03 -364.781796 0.150615 -364.923963465 -365.004098745
f9_C9H10_000 -348.390154323 -348.408319496 -348.648627654 -348.758326584 -346.370023158 -346.375226076 -346.407360549 -346.474351230 -346.499728708 -346.504742940 -0.34754830606398E03 -0.34756562416121E03 -0.34782618178180E03 -0.34835202199685E03 -0.34766141292E03 -0.34767963240E03 -0.34795261359E03 -0.34765969360E03 -348.511379 0.157651 -348.634598284 -348.734375549
f9_C9H10_001 -348.589571288 -348.608907459 -348.867459525 -348.974564208 -346.605699206 -346.614562532 -346.641471248 -346.712781676 -346.739861941 -346.744961099 -0.34775353572798E03 -0.34777410727047E03 -0.34802484275051E03 -0.34855545989188E03 -0.34786578334E03 -0.34788670442E03 -0.34815023046E03 -0.34786401538E03 -348.712612 0.160020 -348.852482124 -348.940218745
f9_C9H10_002 -348.624291583 -348.644488132 -348.904207556 -349.011944646 -346.646174079 -346.654071001 -346.680676727 -346.750255595 -346.777408796 -346.782436665 -0.34779423934218E03 -0.34781264330282E03 -0.34806542981206E03 -0.34859261576769E03 -0.34790682060E03 -0.34792571297E03 -0.34819127105E03 -0.34790469732E03 -348.748483 0.161526 -348.888513486 -348.977251056
f9_C9H10_003 -348.599314288 -348.618854349 -348.879218681 -348.988772022 -346.619112575 -346.629074533 -346.654871959 -346.727540808 -346.755023166 -346.760109132 -0.34776139185182E03 -0.34778228722444E03 -0.34803165641193E03 -0.34856290356243E03 -0.34787705136E03 -0.34789802966E03 -0.34816025584E03 -0.34787585179E03 -348.724931 0.159044 -348.863957899 -348.949263912
f9_C9H12_000 -349.666968954 -349.685596641 -349.942485805 -350.052888385 -347.633937777 -347.638633907 -347.674341234 -347.741323259 -347.767233168 -347.772472342 -0.34880017578143E03 -0.34881820953565E03 -0.34908687114958E03 -0.34961720484953E03 -0.34891712057E03 -0.34893666519E03 -0.34921961793E03 -0.34891686690E03 -349.771433 0.178929 -349.927723637 -350.026933461
f9_C9H12_001 -349.666732672 -349.685213516 -349.942113862 -350.052978614 -347.634066938 -347.638673535 -347.674436521 -347.741183072 -347.767112000 -347.772346068 -0.34879946082813E03 -0.34881718545094E03 -0.34908641111496E03 -0.34961631607639E03 -0.34891649915E03 -0.34893567591E03 -0.34921916066E03 -0.34891645257E03 -349.770605 0.179033 -349.927559491 -350.026519316
f9_C9H12_002 -349.826289958 -349.846992416 -350.114586314 -350.227873572 -347.813139212 -347.820375351 -347.850817719 -347.920946041 -347.948571889 -347.953772975 -0.34896961054851E03 -0.34898742989997E03 -0.34925602069351E03 -0.34978871463123E03 -0.34908928599E03 -0.34910784314E03 -0.34939046016E03 -0.34908779323E03 -349.944234 0.178987 -350.098500415 -350.191252815
f9_C9H12_004 -349.823678158 -349.845491636 -350.112688718 -350.224547414 -347.808365444 -347.815669048 -347.845842659 -347.915961027 -347.943588715 -347.948797528 -0.34896795334979E03 -0.34898572203590E03 -0.34925509059703E03 -0.34978815833292E03 -0.34908737800E03 -0.34910577918E03 -0.34938908902E03 -0.34908571152E03 -349.941786 0.180170 -350.095688414 -350.189941049
f9_C9H12_006 -349.821916843 -349.842652364 -350.110843388 -350.223576600 -347.810511648 -347.818106231 -347.847923488 -347.918503919 -347.946096744 -347.951330326 -0.34896561722990E03 -0.34898419602953E03 -0.34925215402050E03 -0.34978509366240E03 -0.34908522296E03 -0.34910443930E03 -0.34938649731E03 -0.34908403194E03 -349.939029 0.180685 -350.094760362 -350.187886568
f9_C9H12_008 -349.820429803 -349.842047793 -350.110135183 -350.221598574 -347.807910407 -347.815650098 -347.845203612 -347.915943724 -347.943513309 -347.948753385 -0.34896481483897E03 -0.34898351340709E03 -0.34925170562081E03 -0.34978496158154E03 -0.34908442409E03 -0.34910370124E03 -0.34938597688E03 -0.34908315434E03 -349.938067 0.181290 -350.093264978 -350.187626594
f9_C9H12_009 -349.817703606 -349.838915447 -350.107703352 -350.219064073 -347.807569844 -347.815553536 -347.844780314 -347.915873853 -347.943412270 -347.948673900 -0.34896142934713E03 -0.34898058125972E03 -0.34924811138126E03 -0.34978128120648E03 -0.34908136228E03 -0.34910108745E03 -0.34938272186E03 -0.34908058003E03 -349.934410 0.182083 -350.091217399 -350.185373538
f9_C9H12_010 -349.774043859 -349.796575944 -350.065093562 -350.169854621 -347.764501674 -347.772185503 -347.801955759 -347.872511556 -347.899410759 -347.904587386 -0.34891909425649E03 -0.34893802260441E03 -0.34920609670823E03 -0.34973738477347E03 -0.34904362187E03 -0.34906311470E03 -0.34934551571E03 -0.34904563787E03 -349.895985 0.183465 -350.047754024 -350.145624529
f9_C9H14_000 -350.999093364 -351.024980025 -351.301359713 -351.408091498 -348.958857573 -348.963569048 -348.997049042 -349.064850536 -349.091649846 -349.096997534 -0.35012736552268E03 -0.35014274609049E03 -0.35043181813364E03 -0.35096425341816E03 -0.35025591933E03 -0.35027235766E03 -0.35057700936E03 -0.35025780136E03 -351.111466 0.208044 -351.281422292 -351.389283834
f9_C9H14_001 -350.882855205 -350.908271975 -351.172007348 -351.282581022 -348.809176452 -348.814716990 -348.848964337 -348.917435091 -348.944003640 -348.949285775 -0.34999814815744E03 -0.35001548494474E03 -0.35030862474866E03 -0.35084168300240E03 -0.35012725608E03 -0.35014561141E03 -0.35045387218E03 -0.35012835090E03 -350.988330 0.207527 -351.152630996 -351.260218422
f9_C9H14_002 -350.990068552 -351.015627993 -351.290460727 -351.397639377 -348.945768115 -348.950675979 -348.984108442 -349.052257694 -349.078894040 -349.084225942 -0.35011860227462E03 -0.35013463565677E03 -0.35042443536825E03 -0.35095725513407E03 -0.35024608031E03 -0.35026317596E03 -0.35056863111E03 -0.35024759350E03 -351.103983 0.206986 -351.270797529 -351.378086677
f9_C9H14_003 -350.995452086 -351.020451304 -351.294938565 -351.403733288 -348.951315424 -348.955871651 -348.989784665 -349.057421721 -349.084202092 -349.089532523 -0.35012292938271E03 -0.35013853369123E03 -0.35042843499560E03 -0.35096058797821E03 -0.35025021670E03 -0.35026701866E03 -0.35057252610E03 -0.35025155341E03 -351.107535 0.206763 -351.275681039 -351.382187134
f9_C9H14_004 -350.991706940 -351.017064335 -351.293169270 -351.400812111 -348.950567852 -348.955926442 -348.988980355 -349.057192416 -349.084010083 -349.089328436 -0.35011863819114E03 -0.35013457071712E03 -0.35042418194025E03 -0.35095636778952E03 -0.35024713059E03 -0.35026421325E03 -0.35056961169E03 -0.35024874700E03 -351.104560 0.207112 -351.273632002 -351.380624676
f9_C9H14_005 -350.939118104 -350.962832327 -351.233870399 -351.342089531 -348.886332630 -348.890375763 -348.926078617 -348.992991478 -349.019615402 -349.025027777 -0.35005836924094E03 -0.35007444365267E03 -0.35036320543358E03 -0.35089608992521E03 -0.35018431586E03 -0.35020167365E03 -0.35050595013E03 -0.35018571802E03 -351.041913 0.206637 -351.215478572 -351.325056362
f9_C9H16_001 -352.213291294 -352.239799746 -352.522854174 -352.634120817 -350.140595895 -350.143462032 -350.180448104 -350.246393865 -350.273552129 -350.279079785 -0.35131899208220E03 -0.35133315164938E03 -0.35164016570154E03 -0.35217388729165E03 -0.35145231256E03 -0.35146800327E03 -0.35179195438E03 -0.35145460032E03 -352.313408 0.230742 -352.502670021 -352.619197034
f9_C9H18_000 -353.416507039 -353.443772867 -353.735323657 -353.851015986 -351.309775863 -351.312826873 -351.352886730 -351.420101766 -351.447774111 -351.453492172 -0.35249707247248E03 -0.35251215561196E03 -0.35283365261566E03 -0.35337326799004E03 -0.35263739307E03 -0.35265413958E03 -0.35299377199E03 -0.35264036486E03 -353.510837 0.249538 -353.714611424 -353.835678666
f9_C9H18_001 -353.409943842 -353.436791552 -353.728205009 -353.844911424 -351.304184395 -351.306846270 -351.347166411 -351.414049613 -351.441823859 -351.447588044 -0.35248816600450E03 -0.35250206172951E03 -0.35282463170694E03 -0.35336351039677E03 -0.35262890078E03 -0.35264444525E03 -0.35298525972E03 -0.35263218398E03 -353.500521 0.251062 -353.707839049 -353.829069232
f9_C9H8_000 -347.365860157 -347.382288396 -347.636763933 -347.745315870 -345.421756633 -345.432063059 -345.456870303 -345.529246574 -345.556141015 -345.561020359 -0.34655432173597E03 -0.34657368916877E03 -0.34680953598054E03 -0.34733659655356E03 -0.34666218685E03 -0.34668173116E03 -0.34692918281E03 -0.34665805388E03 -347.502736 0.135348 -347.623881931 -347.699701171
f10_C4H7N5O_000 -505.256777822 -505.274450084 -505.621718370 -505.671182047 -502.657493008 -502.675896848 -502.723004267 -502.854140090 -502.891816196 -502.899558521 -0.50414150132728E03 -0.50418369977891E03 -0.50450116032684E03 -0.50518634597154E03 -0.50424698180E03 -0.50429126839E03 -0.50462654749E03 -0.50423914722E03 -505.410509 0.130352 -505.608195913 -505.659507265
f10_C4H7N5S_000 -828.129174873 -828.147217388 -828.625149373 -828.661241083 -825.346859130 -825.359545317 -825.406095092 -825.536525714 -825.574757765 -825.582620629 -0.82676470346025E03 -0.82679835323044E03 -0.82711430152077E03 -0.82805071672480E03 -0.82688152489E03 -0.82691734040E03 -0.82725443725E03 -0.82687579095E03 -828.298496 0.124368 -828.610899009 -828.650372766
f10_C4H7N5S_001 -828.128895467 -828.146945303 -828.624538181 -828.661033645 -825.345894206 -825.358334979 -825.405249183 -825.535388982 -825.573632258 -825.581494348 -0.82676403052932E03 -0.82679706714446E03 -0.82711376773064E03 -0.82804978799819E03 -0.82688093540E03 -0.82691611466E03 -0.82725398559E03 -0.82687516619E03 -828.297477 0.124492 -828.610262040 -828.649657612
f10_C4H7N5S_002 -828.138724719 -828.157020598 -828.633147093 -828.668008883 -825.353696172 -825.366585471 -825.412998911 -825.543913293 -825.582286505 -825.590268155 -0.82677435493226E03 -0.82680848698480E03 -0.82712423662390E03 -0.82806140750328E03 -0.82689004800E03 -0.82692626144E03 -0.82726325762E03 -0.82688421928E03 -828.306919 0.125631 -828.618596961 -828.658576556
f10_C5H5N5_000 -466.938729982 -466.954994361 -467.267276869 -467.338422865 -464.502255291 -464.516367712 -464.552546400 -464.664012747 -464.697627252 -464.704216177 -0.46593412854164E03 -0.46596732692295E03 -0.46624185615770E03 -0.46688719242322E03 -0.46603379980E03 -0.46606843048E03 -0.46635767615E03 -0.46602468036E03 -467.100473 0.110337 -467.254669306 -467.309871551
f10_C6H10N4_000 -453.279523398 -453.299187297 -453.627498720 -453.715796385 -450.851761862 -450.862109726 -450.900248676 -451.003470896 -451.036845670 -451.043483321 -0.45225323949053E03 -0.45228130258163E03 -0.45258392550337E03 -0.45322061588016E03 -0.45237530802E03 -0.45240524657E03 -0.45272539326E03 -0.45237119895E03 -453.424680 0.164369 -453.612552894 -453.687457127
f10_C6H12N4_000 -454.408923036 -454.435879151 -454.772653726 -454.850606216 -451.942922964 -451.951752904 -451.987311665 -452.089908593 -452.121359481 -452.128217606 -0.45337601451992E03 -0.45340439266568E03 -0.45372761568074E03 -0.45436589241590E03 -0.45350235137E03 -0.45353330222E03 -0.45387440352E03 -0.45350039169E03 -454.553232 0.194557 -454.752465522 -454.840242996
f10_C6H2Cl4_000 -2069.74370401 -2069.76333218 -2070.71444635 -2070.64479401 -2066.28325931 -2066.28839434 -2066.32115273 -2066.47756061 -2066.53237899 -2066.53997339 -0.20675756696027E04 -0.20675960275049E04 -0.20679281255908E04 -0.20697048095673E04 -0.20676950426E04 -0.20677164683E04 -0.20680850602E04 -0.20676878010E04 -2070.046300 0.061103 -2070.69731065 -2070.67622818
f10_C6H2Cl4_001 -2069.74407273 -2069.76365653 -2070.71491675 -2070.64537071 -2066.28423879 -2066.28930026 -2066.32204561 -2066.47832055 -2066.53320352 -2066.54080820 -0.20675762139609E04 -0.20675961728769E04 -0.20679284430993E04 -0.20697046703703E04 -0.20676955855E04 -0.20677165997E04 -0.20680853700E04 -0.20676884147E04 -2070.046250 0.061142 -2070.69783048 -2070.67672706
f10_C6H2Cl4_002 -2069.74084189 -2069.76084378 -2070.71145764 -2070.64102763 -2066.27832904 -2066.28348117 -2066.31618068 -2066.47275278 -2066.52759922 -2066.53524447 -0.20675728095287E04 -0.20675926203381E04 -0.20679258100444E04 -0.20697027989748E04 -0.20676921692E04 -0.20677129974E04 -0.20680826241E04 -0.20676846218E04 -2070.043894 0.061112 -2070.69391994 -2070.67294817
f10_C6H4N2O2_000 -490.529442416 -490.544899721 -490.860532224 -490.932675813 -488.031811035 -488.045065860 -488.082025228 -488.199860273 -488.238600722 -488.245932616 -0.48949125283091E03 -0.48952132499144E03 -0.48980981223193E03 -0.49046622295895E03 -0.48959042735E03 -0.48962234074E03 -0.48992622529E03 -0.48957687794E03 -490.696681 0.095781 -490.848470308 -490.894949306
f10_C6H8N2O2_000 -493.037898402 -493.056349368 -493.406045189 -493.475165456 -490.525056945 -490.536474697 -490.574823226 -490.694379424 -490.731432375 -490.738910603 -0.49195855212996E03 -0.49198765017633E03 -0.49230790206533E03 -0.49297283791364E03 -0.49207199098E03 -0.49210321739E03 -0.49244232985E03 -0.49206261886E03 -493.193763 0.140181 -493.391865154 -493.449635314
f10_C7H10O3_000 -498.007547919 -498.029547241 -498.400319149 -498.461870295 -495.486428597 -495.496254551 -495.534558559 -495.654816699 -495.692140165 -495.700225373 -0.49691822186380E03 -0.49694636965713E03 -0.49729035532255E03 -0.49795730646203E03 -0.49703536704E03 -0.49706656178E03 -0.49743042019E03 -0.49703161907E03 -498.170367 0.168198 -498.383694027 -498.449758042
f10_C7H10S3_000 -1466.61383281 -1466.64172531 -1467.37166992 -1467.38179363 -1463.43561904 -1463.43959233 -1463.48553529 -1463.61498125 -1463.65592391 -1463.66465786 -0.14647243906335E04 -0.14647435376749E04 -0.14650937826330E04 -0.14665360644111E04 -0.14648686465E04 -0.14648897382E04 -0.14652679751E04 -0.14648648628E04 -1466.797975 0.156764 -1467.34832983 -1467.39027641
f10_C7H12O3_000 -499.197272575 -499.219418881 -499.598277051 -499.664337235 -496.640772788 -496.650662379 -496.692678316 -496.814289919 -496.852164408 -496.860346003 -0.49808152790055E03 -0.49811107524645E03 -0.49846925713884E03 -0.49914225458820E03 -0.49820516428E03 -0.49823803814E03 -0.49861724832E03 -0.49820226774E03 -499.354830 0.185359 -499.581497992 -499.652106985
f10_C7H12O3_001 -499.253687891 -499.275082232 -499.650486435 -499.719106505 -496.693996525 -496.703135003 -496.750677635 -496.871319258 -496.910412200 -496.918643981 -0.49812966223095E03 -0.49815712348748E03 -0.49852063364869E03 -0.49919364090708E03 -0.49825139071E03 -0.49828181401E03 -0.49866622956E03 -0.49824760360E03 -499.401829 0.187376 -499.634222092 -499.708787286
f10_C7H14N3_000 -437.918198623 -437.943532307 -438.257940705 -438.371748565 -435.526245604 -435.531900541 -435.594072103 -435.685182928 -435.720240098 -435.727226583 -0.43690552573788E03 -0.43691921863601E03 -0.43724974230079E03 -0.43786253047693E03 -0.43703186138E03 -0.43704670057E03 -0.43739312426E03 -0.43703110211E03 -438.021527 0.216088 -438.238367979 -438.340981266
f10_C7H14O3_000 -500.385558310 -500.409075394 -500.795312996 -500.865373722 -497.788576562 -497.799903036 -497.846475237 -497.969275997 -498.007975755 -498.016448891 -0.49923867273363E03 -0.49927159844933E03 -0.49964512912491E03 -0.50032400190666E03 -0.49936858380E03 -0.49940492676E03 -0.49980054587E03 -0.49936708582E03 -500.531753 0.207233 -500.777471636 -500.855051949
f10_C7H4Cl2O_000 -1264.14722559 -1264.16541085 -1264.79876170 -1264.80916579 -1261.23968692 -1261.24863052 -1261.28025324 -1261.41193935 -1261.45750486 -1261.46441724 -0.12625637017224E04 -0.12625876003448E04 -0.12628945021359E04 -0.12640998459104E04 -0.12626780840E04 -0.12627030720E04 -0.12630361672E04 -0.12626689069E04 -1264.378330 0.089877 -1264.78380402 -1264.80342996
f10_C7H4S3_000 -1463.02439172 -1463.04650860 -1463.75094428 -1463.75798964 -1459.93317744 -1459.94068745 -1459.97985602 -1460.11171292 -1460.15227712 -1460.16086086 -0.14611963949952E04 -0.14612178150975E04 -0.14615197520045E04 -0.14629556925895E04 -0.14613200056E04 -0.14613422819E04 -0.14616675634E04 -0.14613106939E04 -1463.232284 0.087679 -1463.73163152 -1463.74769781
f10_C7H5Cl3_000 -1649.56587423 -1649.58750030 -1650.37643446 -1650.35287341 -1646.40624388 -1646.41423871 -1646.44582821 -1646.58506995 -1646.63418290 -1646.64106185 -0.16476981208423E04 -0.16477229764728E04 -0.16480454286802E04 -0.16495284440779E04 -0.16478226773E04 -0.16478485640E04 -0.16482029009E04 -0.16478170200E04 -1649.828534 0.097994 -1650.35807566 -1650.36907914
f10_C7H5ClO2_000 -879.908746767 -879.926075188 -880.419062726 -880.454304751 -877.222201474 -877.233727082 -877.268491351 -877.396242108 -877.438620613 -877.446033409 -0.87858704968304E03 -0.87861510183289E03 -0.87892428624886E03 -0.87986124279789E03 -0.87869396239E03 -0.87872342192E03 -0.87905396794E03 -0.87868593785E03 -880.112160 0.104367 -880.405160398 -880.439665192
f10_C7H5ClO2_001 -879.907651982 -879.925005734 -880.418164442 -880.453406444 -877.221385970 -877.232843252 -877.267585719 -877.395232425 -877.437594491 -877.445007292 -0.87858635427240E03 -0.87861448247037E03 -0.87892354186752E03 -0.87986047608561E03 -0.87869335018E03 -0.87872288492E03 -0.87905325956E03 -0.87868541336E03 -880.111519 0.104347 -880.404222357 -880.438776237
f10_C7H5ClO2_002 -879.899520966 -879.917312244 -880.409463960 -880.444421453 -877.209408261 -877.221020758 -877.256051533 -877.383672939 -877.425971384 -877.433411651 -0.87857754047244E03 -0.87860605498354E03 -0.87891585063695E03 -0.87985278397901E03 -0.87868470035E03 -0.87871463324E03 -0.87904572440E03 -0.87867628392E03 -880.103654 0.104179 -880.395071263 -880.429697534
f10_C7H5ClO2_003 -879.898574965 -879.916008909 -880.403501777 -880.441973930 -877.198798296 -877.210798118 -877.247836726 -877.375621229 -877.418366241 -877.425618896 -0.87856680481146E03 -0.87859567371679E03 -0.87890631432262E03 -0.87984352534666E03 -0.87867548455E03 -0.87870583050E03 -0.87903794997E03 -0.87866624654E03 -880.096105 0.103682 -880.389529457 -880.424793240
f10_C7H6ClNO_000 -860.038508278 -860.057123819 -860.537763098 -860.580646785 -857.386249472 -857.398151503 -857.431490520 -857.552540501 -857.592778723 -857.599734146 -0.85873726943076E03 -0.85876599432187E03 -0.85906639679669E03 -0.85999160021280E03 -0.85884922845E03 -0.85887904804E03 -0.85920048093E03 -0.85884190043E03 -860.232794 0.116167 -860.522883225 -860.566035734
f10_C7H6O3_000 -495.668739006 -495.685754260 -496.031613070 -496.095452686 -493.185327235 -493.199594806 -493.239867861 -493.363199826 -493.402670174 -493.410431422 -0.49459731247565E03 -0.49462983120031E03 -0.49494398341809E03 -0.49561207824938E03 -0.49469849228E03 -0.49473280720E03 -0.49506379664E03 -0.49469025872E03 -495.836414 0.118785 -496.018352190 -496.067952979
f10_C7H6O3_001 -495.658785100 -495.675370453 -496.022677949 -496.085336889 -493.179869607 -493.194662645 -493.234575349 -493.358782484 -493.398278678 -493.406061939 -0.49458887229403E03 -0.49462223047524E03 -0.49493471924110E03 -0.49560408069403E03 -0.49469000983E03 -0.49472515256E03 -0.49505428965E03 -0.49468210920E03 -495.829224 0.118109 -496.009752720 -496.059837230
f10_C7H6O3_002 -495.656427720 -495.673038012 -496.020264816 -496.083031114 -493.176268841 -493.191056325 -493.230923440 -493.355036587 -493.394507013 -493.402285490 -0.49458842299126E03 -0.49462181595201E03 -0.49493411472615E03 -0.49560342346533E03 -0.49468898870E03 -0.49472414888E03 -0.49505305734E03 -0.49468063000E03 -495.827548 0.117993 -496.007309765 -496.057479078
f10_C7H6O3_003 -495.656969017 -495.673577621 -496.020825348 -496.083562587 -493.176845378 -493.191648696 -493.231562415 -493.355722101 -493.395183227 -493.402962105 -0.49458886527017E03 -0.49462224116459E03 -0.49493463638389E03 -0.49560394883462E03 -0.49468942731E03 -0.49472456628E03 -0.49505356740E03 -0.49468106979E03 -495.828001 0.118042 -496.007871423 -496.058058232
f10_C7H7NO2_000 -475.800795593 -475.819084361 -476.153129914 -476.224366180 -473.354081661 -473.368794968 -473.406991452 -473.523751763 -473.561108956 -473.568418864 -0.47475105722933E03 -0.47478398065397E03 -0.47508937467864E03 -0.47574585830771E03 -0.47485707244E03 -0.47489136596E03 -0.47521319903E03 -0.47484984134E03 -475.960576 0.130316 -476.138859286 -476.197079356
f10_C7H7NO2_001 -475.797078610 -475.814828155 -476.149602481 -476.220885408 -473.354263842 -473.369026495 -473.407320141 -473.524239552 -473.561666692 -473.568976878 -0.47474918251128E03 -0.47478226773988E03 -0.47508654384421E03 -0.47574310066238E03 -0.47485507564E03 -0.47488962966E03 -0.47521016541E03 -0.47484794814E03 -475.957976 0.130228 -476.135786472 -476.194188555
f10_C7H7NO2_002 -475.793706831 -475.811486624 -476.146343468 -476.217736534 -473.349741450 -473.364511150 -473.402929932 -473.519732226 -473.557102738 -473.564414355 -0.47474847999102E03 -0.47478153402635E03 -0.47508590960570E03 -0.47574230318116E03 -0.47485367634E03 -0.47488816262E03 -0.47520873153E03 -0.47484600386E03 -475.955777 0.130194 -476.132490286 -476.191121937
f10_C7H8N2O_000 -455.832936505 -455.851735099 -456.172954485 -456.258975965 -453.428278062 -453.441564135 -453.477504685 -453.585542355 -453.620196065 -453.626990061 -0.45480968843382E03 -0.45483953706702E03 -0.45513284061525E03 -0.45577295015983E03 -0.45493016089E03 -0.45496113973E03 -0.45527076865E03 -0.45492640273E03 -455.991052 0.140923 -456.158309106 -456.223413373
f10_C7H8O3_000 -496.815805225 -496.833700487 -497.189343240 -497.253406510 -494.292979160 -494.309012420 -494.351529381 -494.477095279 -494.516721494 -494.524813501 -0.49571548251434E03 -0.49575145842971E03 -0.49608080331438E03 -0.49675605834154E03 -0.49582200851E03 -0.49586009272E03 -0.49620727094E03 -0.49581623518E03 -496.976559 0.139561 -497.175462278 -497.230160924
f10_C8H10O2_000 -460.893497305 -460.913260121 -461.251092146 -461.337708766 -458.466419096 -458.478974572 -458.518632458 -458.627549145 -458.663976685 -458.671275663 -0.45984296801879E03 -0.45987347476096E03 -0.46019317533544E03 -0.46083941091519E03 -0.45995963669E03 -0.45999200533E03 -0.46032889438E03 -0.45995538633E03 -461.044394 0.161422 -461.235677295 -461.307000595
f10_C8H10O2_001 -460.894979263 -460.914658584 -461.256210912 -461.340073529 -458.476980357 -458.490775802 -458.526273417 -458.637419469 -458.673634370 -458.680945880 -0.45985116451550E03 -0.45988309681598E03 -0.46019832166515E03 -0.46084563337921E03 -0.45996827447E03 -0.46000187451E03 -0.46033438400E03 -0.45996497758E03 -461.049500 0.163443 -461.240997388 -461.311450155
f10_C8H10O2_002 -460.900022086 -460.919962199 -461.256425043 -461.342641072 -458.469167217 -458.481122054 -458.521444025 -458.630390375 -458.666959310 -458.674258483 -0.45984733206954E03 -0.45987657540974E03 -0.46019794840731E03 -0.46084503431191E03 -0.45996384444E03 -0.45999490850E03 -0.46033340590E03 -0.45995938031E03 -461.049162 0.161902 -461.240957300 -461.312884347
f10_C8H10O2_003 -460.900343351 -460.920211169 -461.257103580 -461.343607321 -458.470710499 -458.482672175 -458.522901439 -458.631605144 -458.668167936 -458.675464299 -0.45984877324824E03 -0.45987797479379E03 -0.46019917727558E03 -0.46084582290298E03 -0.45996523918E03 -0.45999628088E03 -0.46033460197E03 -0.45996072439E03 -461.049767 0.162012 -461.241628551 -461.313371566
f10_C8H12N2_000 -421.186050468 -421.208334689 -421.519688266 -421.628880754 -418.841229326 -418.848740699 -418.884714870 -418.973273764 -419.004940857 -419.011104260 -0.42019982945521E03 -0.42022286506029E03 -0.42052458453923E03 -0.42113841368011E03 -0.42032668101E03 -0.42035111498E03 -0.42066951158E03 -0.42032175138E03 -421.323322 0.183388 -421.502367308 -421.593318175
f10_C8H12N2_001 -421.162284031 -421.185102124 -421.496036232 -421.599885743 -418.802257732 -418.814010040 -418.852017428 -418.945436850 -418.977993608 -418.984377112 -0.42015531207009E03 -0.42018376179148E03 -0.42049082737605E03 -0.42111120983591E03 -0.42028083561E03 -0.42031040837E03 -0.42063356329E03 -0.42027808901E03 -421.293620 0.186767 -421.478407318 -421.568433003
f10_C8H12O2_000 -462.082823625 -462.105334313 -462.447687904 -462.534889776 -459.635342345 -459.645926157 -459.683724940 -459.791948601 -459.826815125 -459.833965667 -0.46102240862935E03 -0.46105139425988E03 -0.46138149724927E03 -0.46202745255285E03 -0.46115254107E03 -0.46118395613E03 -0.46153368396E03 -0.46114519657E03 -462.232787 0.180213 -462.430046926 -462.518085545
f10_C8H12O2_001 -462.110419557 -462.134330560 -462.479087644 -462.563132178 -459.666074162 -459.676528107 -459.713675936 -459.821429066 -459.856526706 -459.863706783 -0.46105259247247E03 -0.46108046645906E03 -0.46141106939474E03 -0.46205717424402E03 -0.46118193479E03 -0.46121204400E03 -0.46156220881E03 -0.46117601775E03 -462.259237 0.183938 -462.460624434 -462.547668404
f10_C8H12O2_002 -462.112292962 -462.136318512 -462.481246501 -462.564260318 -459.667983825 -459.678990483 -459.715613476 -459.823930704 -459.859110142 -459.866282070 -0.46105439907255E03 -0.46108312818388E03 -0.46141261834136E03 -0.46205956392474E03 -0.46118342677E03 -0.46121445169E03 -0.46156339090E03 -0.46117768064E03 -462.261943 0.183558 -462.462677591 -462.549814804
f10_C8H14N2_000 -422.332027101 -422.359096174 -422.676006945 -422.779247761 -419.952818930 -419.959868529 -419.997510114 -420.085161623 -420.116845793 -420.123171366 -0.42132992782081E03 -0.42135265767425E03 -0.42167301044978E03 -0.42228726249441E03 -0.42146755042E03 -0.42149206569E03 -0.42183049266E03 -0.42146635659E03 -422.469875 0.209528 -422.655304701 -422.760152458
